objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Ezüsthegy építészei","387514","0","0","0","1","0","0","0","0","0","0","0","3","","65-5","","","","128115217","6.51412","7.43334","2.1194","1269","4734","thing","Stonespine Architects","1","5","60","60","45","2024","1,2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Ezüsthegy építészei: Források és oltárok","417101","0","0","0","1","0","0","0","0","0","0","0","3","","65-5","","","","128115293","5.60256","7.6193","2","0","961","thing","Stonespine Architects: Shrines and Fountains Mini Expansion","1","5","0","0","0","2024","1,2,3,4,5","2,3,4","10+","No necessary in-game text","","","","","","expansion","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Fado ház","373667","0","0","0","1","0","0","0","0","0","0","0","3","","75-4","","","","134567678","6.08756","7.59623","2.7857","2676","2254","thing","House of Fado","1","4","60","60","30","2025","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","Delta Vision Publishing","Hungarian","2025","Hungarian edition"
"A fák népe","423698","0","0","0","1","0","0","0","0","0","0","0","3","","30-4","","","","125624066","5.60659","6.55133","2.0833","8920","711","thing","Tree Society","2","4","45","45","30","2024","2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Family Inc.","325382","0","0","0","1","0","0","0","0","0","0","0","3","","13-2","","","","83376826","5.68317","6.70955","1.1364","6551","566","thing","Family Inc.","2","7","10","10","10","2021","3,4,5,6,7","4,5","6+","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; German; Hungarian; Slovak","2021","Multilingual edition"
"Faművesek","355093","0","0","0","1","0","0","0","0","0","0","0","3","","83-2","","","","107192639","6.97348","7.58544","3.8152","521","10392","thing","Woodcraft","1","4","120","120","60","2022","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2022","Hungarian edition"
"Fánkfaló fenevadak","246696","0","0","0","1","0","0","0","0","0","0","0","3","","06-3","","","","62943054","5.63443","6.59903","1.0909","7820","877","thing","Monster Match","2","6","10","10","10","2018","2,3,4,5,6","3,4,5","4–10","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Fantasy Zoo","439909","0","0","0","1","0","0","0","0","0","0","0","3","","04-4","","","","139678011","0","6.66","2","0","41","thing","Fantasy Zoo","2","6","60","60","30","2025","2,3,4,5","3,4","","","","","","","","standalone","","Korona Games","English; German; Hungarian","2025","ENG/GER/HUN edition"
"Farkasok","368058","0","0","0","1","0","0","0","0","0","0","0","3","","79-4","","","","109710115","6.61972","7.26202","2.8194","1041","7784","thing","The Wolves","2","5","75","75","75","2023","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Vagabund","Hungarian","2023","Hungarian edition"
"Fedőnevek","178900","0","0","0","1","0","0","0","0","0","0","0","3","","09-5
60-2","","","","53756258","7.43157","7.52756","1.2569","160","175619","thing","Codenames","2","8","15","15","15","2016","4,5,6,7,8","6,8","10+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.","Hungarian","2016","Hungarian second edition with Spiel des Jahres award"
"Fedőnevek Disney","220775","0","0","0","1","0","0","0","0","0","0","0","3","","09-5","","","","85198509","6.12346","6.58174","1.2286","2517","11270","thing","Codenames: Disney – Family Edition","2","8","15","15","15","2021","4,5,6,7,8","6","6+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Fedőnevek: Képekkel","198773","0","0","0","1","0","0","0","0","0","0","0","3","","09-5","","","","53756312","7.00072","7.17876","1.2399","487","44418","thing","Codenames: Pictures","2","8","15","15","15","2017","4,5,6,7,8","6","8+","No necessary in-game text","","","","","","standalone","","Czech Games Edition; Gém Klub Kft.","Hungarian","2017","Hungarian edition"
"Fedőnevek: Négyszemközt","224037","0","0","0","1","0","0","0","0","0","0","0","3","","50-2","","","","93762422","7.23857","7.41278","1.3606","270","54550","thing","Codenames: Duet","2","2","30","30","15","2017","2","2","12+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.","Hungarian","2017","Hungarian edition"
"A fehér várkastély","371942","0","0","0","1","0","0","0","0","0","0","0","3","","76-6","","","","119250466","7.67037","7.98451","3.0545","76","36297","thing","The White Castle","1","4","80","80","80","2024","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2024","Hungarian edition"
"Fekete történetek","18803","0","0","0","1","0","0","0","0","0","0","0","3","","14-5","","","","122459922","5.8029","5.98925","1.2569","4687","10487","thing","Black Stories","2","99","20","20","20","2018","3,4,5,6,7,8,9,10,11","4,5,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Fekete történetek 2","20750","0","0","0","1","0","0","0","0","0","0","0","3","","14-5","","","","56697202","5.7297","6.15119","1.2083","5662","3741","thing","Black Stories 2","2","15","20","20","20","2018","2,3,4,5,6,7,8,9,10","5,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Fekete történetek 4","41311","0","0","0","1","0","0","0","0","0","0","0","3","","14-5","","","","127707447","5.54812","5.99736","1.1667","13273","893","thing","Black Stories 4","2","15","45","45","45","2020","3,4,5,6,7,8,9,10","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Reflexshop","Hungarian","2020","Hungarian edition"
"Fekete történetek: És mégis lapos a Föld...","357871","0","0","0","1","0","0","0","0","0","0","0","3","","14-5","","","","127707474","0","6.87692","1","0","70","thing","Black Stories: Carefull Conspiracy","2","99","222","222","2","2023","","","","","","","","","","standalone","","Reflexshop","Hungarian","2023","Hungarian edition"
"Felhők tengere","189052","0","0","0","1","0","0","0","0","0","0","0","3","","32-2","","","","128797874","6.06887","6.62958","1.7188","2772","4848","thing","Sea of Clouds","2","4","45","45","45","2017","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Reflexshop","Hungarian","2017","Hungarian edition"
"Felhőváros","313963","0","0","0","1","0","0","0","0","0","0","0","3","","29-5","","","","86804003","5.87664","6.44828","1.2642","3979","2588","thing","Cloud City","2","4","60","60","30","2021","2,3,4","2","6+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Fényes díszek","432944","0","0","0","1","0","0","0","0","0","0","0","3","","05-4","","","","126486916","5.50958","6.69242","1.3333","22301","68","thing","Fényes díszek","1","6","35","35","25","2024","2,3,4,5","3,4","","","","","","","","standalone","","Private Moon Studios","Hungarian","2024","Hungarian edition"
"Fesztáv","266192","0","0","0","1","0","0","0","0","0","0","0","3","","62-4","","","","61216145","7.85241","8.00436","2.4766","38","174404","thing","Wingspan","1","5","70","70","40","2019","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Delta Vision Publishing; Stonemaier Games","Hungarian","2019","Hungarian edition"
"Fesztáv: Európai Madarak","290448","0","0","0","1","0","0","0","0","0","0","0","3","","62-4","","","","95191902","7.92737","8.32917","2.4358","0","59972","thing","Wingspan: European Expansion","1","5","70","70","40","2019","1,2,3,4,5","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","Delta Vision Publishing","Hungarian","2019","Hungarian edition"
"Fiesta de los Muertos","285253","0","0","0","1","0","0","0","0","0","0","0","3","","10-4","","","","109031750","6.12686","6.97655","1.1","2504","3540","thing","Fiesta de los Muertos","4","8","15","15","15","2023","4,5,6,7,8","6,7,8","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"FIGUR FIGLE","258314","0","0","0","1","0","0","0","0","0","0","0","3","","23-4","","","","128497718","0","6.79167","0","0","24","thing","Go Figure","2","6","30","30","15","2019","","","","","","","","","","standalone","","Granna","Polish","2019","Polish edition"
"Finca","40628","0","0","0","1","0","0","0","0","0","0","0","3","","30-4","","","","53571534","6.70774","7.06889","2.069","881","8650","thing","Finca","2","5","45","45","45","2010","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2010","Hungarian edition"
"Find the Source","370687","0","0","0","1","0","0","0","0","0","0","0","3","","77-6","","","","113279684","5.56962","7.24532","2.6","11157","472","thing","Find the Source","1","3","30","30","10","2023","1,2,3","1","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Animus Magnus Games","English","2023","English edition"
"Firkafutam","334379","0","0","0","1","0","0","0","0","0","0","0","3","","11-2","","","","109031519","5.99106","7.31183","1","3184","1619","thing","Doodle Dash","3","7","20","20","15","2023","4,5,6,7","5,6,7","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Chilifox Games; Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Firkaland","136991","0","0","0","1","0","0","0","0","0","0","0","3","","11-2","","","","53571540","6.5037","6.86521","1.1864","1299","10604","thing","Loony Quest","2","5","30","30","20","2015","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.; Libellud","Hungarian","2015","Hungarian edition"
"First Class: Unterwegs im Orient Express","206941","0","0","0","1","0","0","0","0","0","0","0","3","","77-2","","","","58419886","6.85879","7.40601","2.8014","663","7632","thing","First Class: All Aboard the Orient Express!","2","4","80","80","40","2016","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","Hans im Glück","German","2016","German edition"
"Five Tribes: The Djinns of Naqala","157354","0","0","0","1","0","0","0","0","0","0","0","3","","77-4","","","","53571564","7.60934","7.7647","2.8392","95","58896","thing","Five Tribes: The Djinns of Naqala","2","4","80","80","40","2014","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","Days of Wonder","English","2014","English (European) first edition"
"Flamme Rouge","199478","0","0","0","1","0","0","0","0","0","0","0","3","","27-2","","","","58988076","7.2175","7.47838","1.6994","288","25263","thing","Flamme Rouge","2","4","45","45","30","2018","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Flamme Rouge: Peloton","229941","0","0","0","1","0","0","0","0","0","0","0","3","","27-2","","","","56697161","6.97192","8.08764","1.8209","0","10338","thing","Flamme Rouge: Peloton","1","12","45","45","30","2018","1,2,3,4,5,6","4","8+","No necessary in-game text","","","","","","expansion","","Reflexshop","Hungarian","2018","Hungarian edition"
"Flash Point: Fire Rescue","100901","0","0","0","1","0","0","0","0","0","0","0","3","","63-1","","","","53665670","6.97001","7.14682","2.1976","528","40474","thing","Flash Point: Fire Rescue","2","6","45","45","45","2012","1,2,3,4,5,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Indie Boards & Cards","English","2012","English second edition, first printing"
"Fleet","121297","0","0","0","1","0","0","0","0","0","0","0","3","","03-2","","","","53665837","6.41564","6.81955","2.2383","1520","7037","thing","Fleet","2","4","45","45","30","2015","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Eagle-Gryphon Games","Dutch; French; German","2015","Multilingual first edition"
"Fliegende Teppiche","109936","0","0","0","1","0","0","0","0","0","0","0","3","","04-2","","","","133399412","5.51352","5.91","1.1667","21019","166","thing","Fliegende Teppiche","2","4","30","30","30","2011","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","Adlung-Spiele","English; French; German; Spanish","2011","English/French/German/Spanish edition"
"Flugreisespiel","111811","0","0","0","1","0","0","0","0","0","0","0","3","","21-1","","","","53571577","0","5.2","1","0","30","thing","Flugreisespiel","2","4","30","30","30","1990","3,4","4","6+","No necessary in-game text","","","","","","standalone","","Espenlaub","German","1990","Second edition"
"Fluxx","258","0","0","0","1","0","0","0","0","0","0","0","3","","06-4","","","","130240341","5.5626","5.67923","1.3889","11740","32791","thing","Fluxx","2","6","30","30","5","1997","2,3,4,5,6","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Focus","789","0","0","0","1","0","0","0","0","0","0","0","3","","60-4","","","","92648700","5.76065","6.48285","2.3836","5212","1782","thing","Focus","2","4","45","45","45","1995","2,3,4","2,4","8+","No necessary in-game text","","","","","","standalone","","KOSMOS","German","1995","KOSMOS German edition"
